,Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
4590,2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Obama 2,Barack Obama,2013-2017,7.12,1.73
4596,2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
4602,2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01,"TRUMP, DONALD J.",REPUBLICAN,48.84,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
4608,2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Obama 1,Barack Obama,2009-2013,4.69,1.16
4614,2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75
4620,2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
4626,2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48,"TRUMP, DONALD J.",REPUBLICAN,38.67,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
4632,2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Obama 1,Barack Obama,2009-2013,8.73,2.12
4638,2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Obama 2,Barack Obama,2013-2017,12.39,2.96
4644,2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Trump,Donald Trump,2017-2021,9.25,2.27
4650,2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42,Real GDP,Biden,Joe Biden,2021-2023,6.73,3.31
4656,2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Obama 1,Barack Obama,2009-2013,9.84,2.4
4662,2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Obama 2,Barack Obama,2013-2017,6.18,1.51
4668,2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Trump,Donald Trump,2017-2021,7.56,1.86
4674,2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.59
4680,2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Obama 1,Barack Obama,2009-2013,10.8,2.6
4686,2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Obama 2,Barack Obama,2013-2017,11.64,2.79
4692,2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Trump,Donald Trump,2017-2021,12.61,3.07
4698,2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45,Real GDP,Biden,Joe Biden,2021-2023,5.46,2.7
4704,2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Obama 1,Barack Obama,2009-2013,17.6,4.14
4710,2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Obama 2,Barack Obama,2013-2017,10.29,2.49
4716,2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Trump,Donald Trump,2017-2021,12.7,3.08
4722,2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48,Real GDP,Biden,Joe Biden,2021-2023,11.6,5.66
4728,2020,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.13,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.65,Real GDP,Obama 1,Barack Obama,2009-2013,10.74,2.59
4734,2020,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.13,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.65,Real GDP,Obama 2,Barack Obama,2013-2017,18.65,4.37
4740,2020,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.13,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.65,Real GDP,Trump,Donald Trump,2017-2021,22.3,5.19
4746,2020,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.13,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.65,Real GDP,Biden,Joe Biden,2021-2023,7.13,3.51
4752,2020,VERMONT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.46,"TRUMP, DONALD J.",REPUBLICAN,30.38,Real GDP,Obama 1,Barack Obama,2009-2013,6.52,1.61
4758,2020,VERMONT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.46,"TRUMP, DONALD J.",REPUBLICAN,30.38,Real GDP,Obama 2,Barack Obama,2013-2017,3.48,0.86
4764,2020,VERMONT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.46,"TRUMP, DONALD J.",REPUBLICAN,30.38,Real GDP,Trump,Donald Trump,2017-2021,3.48,0.9
4770,2020,VERMONT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.46,"TRUMP, DONALD J.",REPUBLICAN,30.38,Real GDP,Biden,Joe Biden,2021-2023,4.49,2.22
4776,2020,VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.11,"TRUMP, DONALD J.",REPUBLICAN,44.0,Real GDP,Obama 1,Barack Obama,2009-2013,6.23,1.53
4782,2020,VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.11,"TRUMP, DONALD J.",REPUBLICAN,44.0,Real GDP,Obama 2,Barack Obama,2013-2017,5.41,1.33
4788,2020,VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.11,"TRUMP, DONALD J.",REPUBLICAN,44.0,Real GDP,Trump,Donald Trump,2017-2021,9.76,2.39
4794,2020,VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.11,"TRUMP, DONALD J.",REPUBLICAN,44.0,Real GDP,Biden,Joe Biden,2021-2023,5.68,2.8
4800,2020,WASHINGTON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.97,"TRUMP, DONALD J.",REPUBLICAN,38.77,Real GDP,Obama 1,Barack Obama,2009-2013,12.45,2.98
4806,2020,WASHINGTON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.97,"TRUMP, DONALD J.",REPUBLICAN,38.77,Real GDP,Obama 2,Barack Obama,2013-2017,19.96,4.66
4812,2020,WASHINGTON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.97,"TRUMP, DONALD J.",REPUBLICAN,38.77,Real GDP,Trump,Donald Trump,2017-2021,19.52,4.59
4818,2020,WASHINGTON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.97,"TRUMP, DONALD J.",REPUBLICAN,38.77,Real GDP,Biden,Joe Biden,2021-2023,7.49,3.69
4824,2020,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"BIDEN, JOSEPH R. JR",DEMOCRAT,29.7,Real GDP,Obama 1,Barack Obama,2009-2013,4.32,1.07
4830,2020,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"BIDEN, JOSEPH R. JR",DEMOCRAT,29.7,Real GDP,Obama 2,Barack Obama,2013-2017,1.65,0.42
4836,2020,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"BIDEN, JOSEPH R. JR",DEMOCRAT,29.7,Real GDP,Trump,Donald Trump,2017-2021,0.79,0.23
4842,2020,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"BIDEN, JOSEPH R. JR",DEMOCRAT,29.7,Real GDP,Biden,Joe Biden,2021-2023,6.64,3.28
4848,2020,WISCONSIN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.45,"TRUMP, DONALD J.",REPUBLICAN,48.82,Real GDP,Obama 1,Barack Obama,2009-2013,8.75,2.13
4854,2020,WISCONSIN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.45,"TRUMP, DONALD J.",REPUBLICAN,48.82,Real GDP,Obama 2,Barack Obama,2013-2017,6.74,1.65
4860,2020,WISCONSIN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.45,"TRUMP, DONALD J.",REPUBLICAN,48.82,Real GDP,Trump,Donald Trump,2017-2021,3.92,1.0
4866,2020,WISCONSIN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.45,"TRUMP, DONALD J.",REPUBLICAN,48.82,Real GDP,Biden,Joe Biden,2021-2023,3.01,1.49
4872,2020,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,69.5,"BIDEN, JOSEPH R. JR",DEMOCRAT,26.39,Real GDP,Obama 1,Barack Obama,2009-2013,-5.4,-1.36
4878,2020,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,69.5,"BIDEN, JOSEPH R. JR",DEMOCRAT,26.39,Real GDP,Obama 2,Barack Obama,2013-2017,-2.05,-0.47
4884,2020,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,69.5,"BIDEN, JOSEPH R. JR",DEMOCRAT,26.39,Real GDP,Trump,Donald Trump,2017-2021,-1.3,-0.26
4890,2020,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,69.5,"BIDEN, JOSEPH R. JR",DEMOCRAT,26.39,Real GDP,Biden,Joe Biden,2021-2023,8.29,4.09
