State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
Nevada,Real Personal Income,Biden,Joe Biden,2021-2023,-1.74,-0.83
Nevada,Real PCE,Biden,Joe Biden,2021-2023,5.08,2.51
Nevada,GDP,Biden,Joe Biden,2021-2023,21.95,10.45
Nevada,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.94,4.39
Nevada,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.35,4.67
Nevada,Total Employment,Biden,Joe Biden,2021-2023,10.97,5.35
New Hampshire,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
New Hampshire,Real Personal Income,Biden,Joe Biden,2021-2023,-4.8,-2.21
New Hampshire,Real PCE,Biden,Joe Biden,2021-2023,3.39,1.72
New Hampshire,GDP,Biden,Joe Biden,2021-2023,15.15,7.31
New Hampshire,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.14,3.53
New Hampshire,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.25,3.67
New Hampshire,Total Employment,Biden,Joe Biden,2021-2023,5.66,2.79
New Jersey,Real GDP,Biden,Joe Biden,2021-2023,4.97,2.45
New Jersey,Real Personal Income,Biden,Joe Biden,2021-2023,-1.99,-0.96
New Jersey,Real PCE,Biden,Joe Biden,2021-2023,4.04,2.0
New Jersey,GDP,Biden,Joe Biden,2021-2023,15.99,7.71
New Jersey,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.96,3.92
New Jersey,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.3,4.19
New Jersey,Total Employment,Biden,Joe Biden,2021-2023,8.08,3.97
New Mexico,Real GDP,Biden,Joe Biden,2021-2023,9.32,4.58
New Mexico,Real Personal Income,Biden,Joe Biden,2021-2023,-2.11,-1.04
New Mexico,Real PCE,Biden,Joe Biden,2021-2023,3.09,1.53
New Mexico,GDP,Biden,Joe Biden,2021-2023,19.5,9.39
New Mexico,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.18,4.49
New Mexico,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.21,3.55
New Mexico,Total Employment,Biden,Joe Biden,2021-2023,6.85,3.37
New York,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.57
New York,Real Personal Income,Biden,Joe Biden,2021-2023,-1.83,-0.88
New York,Real PCE,Biden,Joe Biden,2021-2023,7.83,3.84
New York,GDP,Biden,Joe Biden,2021-2023,12.92,6.27
New York,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.3,4.09
New York,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.38,4.28
New York,Total Employment,Biden,Joe Biden,2021-2023,7.74,3.8
North Carolina,Real GDP,Biden,Joe Biden,2021-2023,6.31,3.1
North Carolina,Real Personal Income,Biden,Joe Biden,2021-2023,0.06,0.05
North Carolina,Real PCE,Biden,Joe Biden,2021-2023,6.28,3.09
North Carolina,GDP,Biden,Joe Biden,2021-2023,19.02,9.1
North Carolina,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.47,4.15
North Carolina,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.88,4.39
North Carolina,Total Employment,Biden,Joe Biden,2021-2023,7.21,3.54
North Dakota,Real GDP,Biden,Joe Biden,2021-2023,6.96,3.51
North Dakota,Real Personal Income,Biden,Joe Biden,2021-2023,2.03,1.05
North Dakota,Real PCE,Biden,Joe Biden,2021-2023,5.72,2.82
North Dakota,GDP,Biden,Joe Biden,2021-2023,19.12,9.32
North Dakota,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.2,4.55
North Dakota,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.21,4.52
North Dakota,Total Employment,Biden,Joe Biden,2021-2023,5.42,2.67
Ohio,Real GDP,Biden,Joe Biden,2021-2023,2.8,1.39
Ohio,Real Personal Income,Biden,Joe Biden,2021-2023,-2.55,-1.25
Ohio,Real PCE,Biden,Joe Biden,2021-2023,3.66,1.81
Ohio,GDP,Biden,Joe Biden,2021-2023,15.88,7.66
Ohio,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.25,3.57
Ohio,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.04,3.54
Ohio,Total Employment,Biden,Joe Biden,2021-2023,4.94,2.44
Oklahoma,Real GDP,Biden,Joe Biden,2021-2023,7.1,3.56
Oklahoma,Real Personal Income,Biden,Joe Biden,2021-2023,3.76,1.86
Oklahoma,Real PCE,Biden,Joe Biden,2021-2023,6.38,3.14
Oklahoma,GDP,Biden,Joe Biden,2021-2023,17.86,8.65
Oklahoma,Per Capita Personal Income,Biden,Joe Biden,2021-2023,11.09,5.41
Oklahoma,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,11.27,5.49
Oklahoma,Total Employment,Biden,Joe Biden,2021-2023,6.22,3.06
Oregon,Real GDP,Biden,Joe Biden,2021-2023,4.64,2.3
Oregon,Real Personal Income,Biden,Joe Biden,2021-2023,-3.74,-1.74
Oregon,Real PCE,Biden,Joe Biden,2021-2023,2.91,1.46
Oregon,GDP,Biden,Joe Biden,2021-2023,15.68,7.56
Oregon,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.81,4.32
Oregon,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.12,4.07
Oregon,Total Employment,Biden,Joe Biden,2021-2023,5.23,2.58
Pennsylvania,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
Pennsylvania,Real Personal Income,Biden,Joe Biden,2021-2023,-4.15,-2.08
Pennsylvania,Real PCE,Biden,Joe Biden,2021-2023,3.18,1.59
Pennsylvania,GDP,Biden,Joe Biden,2021-2023,15.62,7.54
Pennsylvania,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.08,3.97
Pennsylvania,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.07,4.03
Pennsylvania,Total Employment,Biden,Joe Biden,2021-2023,5.83,2.87
Rhode Island,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
Rhode Island,Real Personal Income,Biden,Joe Biden,2021-2023,-2.4,-1.06
Rhode Island,Real PCE,Biden,Joe Biden,2021-2023,4.12,2.1
Rhode Island,GDP,Biden,Joe Biden,2021-2023,15.39,7.42
Rhode Island,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.4,3.64
Rhode Island,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.8,3.9
Rhode Island,Total Employment,Biden,Joe Biden,2021-2023,6.44,3.17
South Carolina,Real GDP,Biden,Joe Biden,2021-2023,6.73,3.31
South Carolina,Real Personal Income,Biden,Joe Biden,2021-2023,1.15,0.61
South Carolina,Real PCE,Biden,Joe Biden,2021-2023,7.49,3.68
South Carolina,GDP,Biden,Joe Biden,2021-2023,20.21,9.64
South Carolina,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.72,3.8
South Carolina,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.8,3.9
South Carolina,Total Employment,Biden,Joe Biden,2021-2023,7.24,3.55
South Dakota,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.59
South Dakota,Real Personal Income,Biden,Joe Biden,2021-2023,2.42,1.2
South Dakota,Real PCE,Biden,Joe Biden,2021-2023,7.15,3.53
South Dakota,GDP,Biden,Joe Biden,2021-2023,17.54,8.42
South Dakota,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.11,3.98
South Dakota,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.53,4.19
South Dakota,Total Employment,Biden,Joe Biden,2021-2023,5.12,2.53
Tennessee,Real GDP,Biden,Joe Biden,2021-2023,5.46,2.7
Tennessee,Real Personal Income,Biden,Joe Biden,2021-2023,-2.06,-1.0
Tennessee,Real PCE,Biden,Joe Biden,2021-2023,4.22,2.09
Tennessee,GDP,Biden,Joe Biden,2021-2023,18.35,8.8
Tennessee,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.21,4.03
Tennessee,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,8.61,4.26
Tennessee,Total Employment,Biden,Joe Biden,2021-2023,7.32,3.6
Texas,Real GDP,Biden,Joe Biden,2021-2023,11.6,5.66
Texas,Real Personal Income,Biden,Joe Biden,2021-2023,3.84,1.91
Texas,Real PCE,Biden,Joe Biden,2021-2023,8.33,4.09
Texas,GDP,Biden,Joe Biden,2021-2023,23.69,11.34
Texas,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.03,4.9
Texas,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.59,5.19
Texas,Total Employment,Biden,Joe Biden,2021-2023,8.73,4.28
Utah,Real GDP,Biden,Joe Biden,2021-2023,7.13,3.51
Utah,Real Personal Income,Biden,Joe Biden,2021-2023,1.48,0.75
Utah,Real PCE,Biden,Joe Biden,2021-2023,7.12,3.51
Utah,GDP,Biden,Joe Biden,2021-2023,20.97,10.01
Utah,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.28,5.02
Utah,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,11.06,5.43
Utah,Total Employment,Biden,Joe Biden,2021-2023,7.41,3.64
Vermont,Real GDP,Biden,Joe Biden,2021-2023,4.49,2.22
Vermont,Real Personal Income,Biden,Joe Biden,2021-2023,1.54,0.89
Vermont,Real PCE,Biden,Joe Biden,2021-2023,5.91,2.98
Vermont,GDP,Biden,Joe Biden,2021-2023,16.28,7.85
Vermont,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.05,4.91
Vermont,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.54,5.17
Vermont,Total Employment,Biden,Joe Biden,2021-2023,5.04,2.49
Virginia,Real GDP,Biden,Joe Biden,2021-2023,5.68,2.8
Virginia,Real Personal Income,Biden,Joe Biden,2021-2023,1.81,0.94
Virginia,Real PCE,Biden,Joe Biden,2021-2023,6.91,3.4
Virginia,GDP,Biden,Joe Biden,2021-2023,16.87,8.11
Virginia,Per Capita Personal Income,Biden,Joe Biden,2021-2023,10.24,5.0
Virginia,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,10.81,5.33
Virginia,Total Employment,Biden,Joe Biden,2021-2023,6.08,3.0
Washington,Real GDP,Biden,Joe Biden,2021-2023,7.49,3.69
Washington,Real Personal Income,Biden,Joe Biden,2021-2023,0.34,0.27
Washington,Real PCE,Biden,Joe Biden,2021-2023,5.69,2.81
Washington,GDP,Biden,Joe Biden,2021-2023,17.47,8.39
Washington,Per Capita Personal Income,Biden,Joe Biden,2021-2023,9.88,4.85
Washington,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,9.87,4.93
Washington,Total Employment,Biden,Joe Biden,2021-2023,6.71,3.3
West Virginia,Real GDP,Biden,Joe Biden,2021-2023,6.64,3.28
West Virginia,Real Personal Income,Biden,Joe Biden,2021-2023,-1.74,-0.86
West Virginia,Real PCE,Biden,Joe Biden,2021-2023,4.42,2.19
West Virginia,GDP,Biden,Joe Biden,2021-2023,18.03,8.75
West Virginia,Per Capita Personal Income,Biden,Joe Biden,2021-2023,8.25,4.05
West Virginia,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.72,3.83
West Virginia,Total Employment,Biden,Joe Biden,2021-2023,4.53,2.24
Wisconsin,Real GDP,Biden,Joe Biden,2021-2023,3.01,1.49
Wisconsin,Real Personal Income,Biden,Joe Biden,2021-2023,-2.23,-1.11
Wisconsin,Real PCE,Biden,Joe Biden,2021-2023,4.87,2.42
Wisconsin,GDP,Biden,Joe Biden,2021-2023,16.15,7.78
Wisconsin,Per Capita Personal Income,Biden,Joe Biden,2021-2023,7.46,3.67
Wisconsin,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,7.56,3.77
Wisconsin,Total Employment,Biden,Joe Biden,2021-2023,4.69,2.32
Wyoming,Real GDP,Biden,Joe Biden,2021-2023,8.29,4.09
Wyoming,Real Personal Income,Biden,Joe Biden,2021-2023,6.03,2.99
Wyoming,Real PCE,Biden,Joe Biden,2021-2023,6.07,2.99
Wyoming,GDP,Biden,Joe Biden,2021-2023,22.85,11.04
Wyoming,Per Capita Personal Income,Biden,Joe Biden,2021-2023,15.62,7.53
Wyoming,Per Capita Disposable Personal Income,Biden,Joe Biden,2021-2023,16.88,8.14
Wyoming,Total Employment,Biden,Joe Biden,2021-2023,5.52,2.73
